"Method Name",MLOC
javax.swing.UIDefaults.ProxyLazyValue.1#run(),33
javax.swing.UIManager.1#run(),26
javax.swing.UIManager.2#postProcessKeyEvent(java.awt.event.KeyEvent),12
javax.swing.UIManager.LAFState#getLookAndFeelDefaults(),1
javax.swing.UIManager.LAFState#setLookAndFeelDefaults(javax.swing.UIDefaults),1
javax.swing.UIManager.LAFState#getSystemDefaults(),1
javax.swing.UIManager.LAFState#setSystemDefaults(javax.swing.UIDefaults),1
javax.swing.UIManager.LAFState#getPropertyChangeSupport(boolean),8
javax.swing.UIManager.LookAndFeelInfo#getName(),3
javax.swing.UIManager.LookAndFeelInfo#getClassName(),3
javax.swing.UIManager.LookAndFeelInfo#toString(),3
javax.swing.border.AbstractBorder#paintBorder(java.awt.Component java.awt.Graphics int int int int),2
javax.swing.border.AbstractBorder#getBorderInsets(java.awt.Component),3
javax.swing.border.AbstractBorder#getBorderInsets(java.awt.Component java.awt.Insets),4
javax.swing.border.AbstractBorder#isBorderOpaque(),1
javax.swing.border.AbstractBorder#getInteriorRectangle(java.awt.Component int int int int),3
javax.swing.border.AbstractBorder#getInteriorRectangle(java.awt.Component javax.swing.border.Border int int int int),11
javax.swing.border.AbstractBorder#getBaseline(java.awt.Component int int),7
javax.swing.border.AbstractBorder#getBaselineResizeBehavior(java.awt.Component),7
javax.swing.border.AbstractBorder#isLeftToRight(java.awt.Component),3
javax.swing.border.BevelBorder#paintBorder(java.awt.Component java.awt.Graphics int int int int),8
javax.swing.border.BevelBorder#getBorderInsets(java.awt.Component),3
javax.swing.border.BevelBorder#getBorderInsets(java.awt.Component java.awt.Insets),4
javax.swing.border.BevelBorder#getHighlightOuterColor(java.awt.Component),5
javax.swing.border.BevelBorder#getHighlightInnerColor(java.awt.Component),5
javax.swing.border.BevelBorder#getShadowInnerColor(java.awt.Component),5
javax.swing.border.BevelBorder#getShadowOuterColor(java.awt.Component),5
javax.swing.border.BevelBorder#getHighlightOuterColor(),3
javax.swing.border.BevelBorder#getHighlightInnerColor(),3
javax.swing.border.BevelBorder#getShadowInnerColor(),3
javax.swing.border.BevelBorder#getShadowOuterColor(),3
javax.swing.border.BevelBorder#getBevelType(),3
javax.swing.border.BevelBorder#isBorderOpaque(),1
javax.swing.border.BevelBorder#paintRaisedBevel(java.awt.Component java.awt.Graphics int int int int),28
javax.swing.border.BevelBorder#paintLoweredBevel(java.awt.Component java.awt.Graphics int int int int),28
javax.swing.border.Border#paintBorder(java.awt.Component java.awt.Graphics int int int int),1
javax.swing.border.Border#getBorderInsets(java.awt.Component),1
javax.swing.border.Border#isBorderOpaque(),1
javax.swing.border.CompoundBorder#isBorderOpaque(),4
javax.swing.border.CompoundBorder#paintBorder(java.awt.Component java.awt.Graphics int int int int),22
javax.swing.border.CompoundBorder#getBorderInsets(java.awt.Component java.awt.Insets),20
javax.swing.border.CompoundBorder#getBorderInsets(java.awt.Component),3
javax.swing.border.CompoundBorder#getOutsideBorder(),3
javax.swing.border.CompoundBorder#getInsideBorder(),3
javax.swing.border.EmptyBorder#paintBorder(java.awt.Component java.awt.Graphics int int int int),2
javax.swing.border.EmptyBorder#getBorderInsets(java.awt.Component),3
javax.swing.border.EmptyBorder#getBorderInsets(java.awt.Component java.awt.Insets),7
javax.swing.border.EmptyBorder#getBorderInsets(),3
javax.swing.border.EmptyBorder#isBorderOpaque(),1
javax.swing.border.EtchedBorder#paintBorder(java.awt.Component java.awt.Graphics int int int int),18
javax.swing.border.EtchedBorder#getBorderInsets(java.awt.Component),3
javax.swing.border.EtchedBorder#getBorderInsets(java.awt.Component java.awt.Insets),4
javax.swing.border.EtchedBorder#isBorderOpaque(),1
javax.swing.border.EtchedBorder#getEtchType(),3
javax.swing.border.EtchedBorder#getHighlightColor(java.awt.Component),4
javax.swing.border.EtchedBorder#getHighlightColor(),3
javax.swing.border.EtchedBorder#getShadowColor(java.awt.Component),3
javax.swing.border.EtchedBorder#getShadowColor(),3
javax.swing.border.LineBorder#createBlackLineBorder(),6
javax.swing.border.LineBorder#createGrayLineBorder(),6
javax.swing.border.LineBorder#paintBorder(java.awt.Component java.awt.Graphics int int int int),14
javax.swing.border.LineBorder#getBorderInsets(java.awt.Component),3
javax.swing.border.LineBorder#getBorderInsets(java.awt.Component java.awt.Insets),4
javax.swing.border.LineBorder#getLineColor(),3
javax.swing.border.LineBorder#getThickness(),3
javax.swing.border.LineBorder#getRoundedCorners(),3
javax.swing.border.LineBorder#isBorderOpaque(),3
javax.swing.border.MatteBorder#paintBorder(java.awt.Component java.awt.Graphics int int int int),74
javax.swing.border.MatteBorder#getBorderInsets(java.awt.Component),3
javax.swing.border.MatteBorder#getBorderInsets(java.awt.Component java.awt.Insets),3
javax.swing.border.MatteBorder#getBorderInsets(),3
javax.swing.border.MatteBorder#computeInsets(java.awt.Insets),17
javax.swing.border.MatteBorder#getMatteColor(),3
javax.swing.border.MatteBorder#getTileIcon(),3
javax.swing.border.MatteBorder#isBorderOpaque(),4
javax.swing.border.SoftBevelBorder#paintBorder(java.awt.Component java.awt.Graphics int int int int),48
javax.swing.border.SoftBevelBorder#getBorderInsets(java.awt.Component),3
javax.swing.border.SoftBevelBorder#getBorderInsets(java.awt.Component java.awt.Insets),4
javax.swing.border.SoftBevelBorder#isBorderOpaque(),1
javax.swing.border.TitledBorder#paintBorder(java.awt.Component java.awt.Graphics int int int int),174
javax.swing.border.TitledBorder#getBorderInsets(java.awt.Component),3
javax.swing.border.TitledBorder#getBorderInsets(java.awt.Component java.awt.Insets),67
javax.swing.border.TitledBorder#isBorderOpaque(),1
javax.swing.border.TitledBorder#getTitle(),1
javax.swing.border.TitledBorder#getBorder(),6
javax.swing.border.TitledBorder#getTitlePosition(),27
javax.swing.border.TitledBorder#getTitleJustification(),1
javax.swing.border.TitledBorder#getTitleFont(),6
javax.swing.border.TitledBorder#getTitleColor(),6
javax.swing.border.TitledBorder#setTitle(java.lang.String),1
javax.swing.border.TitledBorder#setBorder(javax.swing.border.Border),1
javax.swing.border.TitledBorder#setTitlePosition(int),16
javax.swing.border.TitledBorder#setTitleJustification(int),15
javax.swing.border.TitledBorder#setTitleFont(java.awt.Font),3
javax.swing.border.TitledBorder#setTitleColor(java.awt.Color),3
javax.swing.border.TitledBorder#getMinimumSize(java.awt.Component),23
javax.swing.border.TitledBorder#getBaseline(java.awt.Component int int),56
javax.swing.border.TitledBorder#getBaselineResizeBehavior(java.awt.Component),16
javax.swing.border.TitledBorder#getFont(java.awt.Component),9
javax.swing.border.TitledBorder#computeIntersection(java.awt.Rectangle int int int int),16
javax.swing.colorchooser.AbstractColorChooserPanel#updateChooser(),1
javax.swing.colorchooser.AbstractColorChooserPanel#buildChooser(),1
javax.swing.colorchooser.AbstractColorChooserPanel#getDisplayName(),1
javax.swing.colorchooser.AbstractColorChooserPanel#getMnemonic(),3
javax.swing.colorchooser.AbstractColorChooserPanel#getDisplayedMnemonicIndex(),3
javax.swing.colorchooser.AbstractColorChooserPanel#getSmallDisplayIcon(),1
javax.swing.colorchooser.AbstractColorChooserPanel#getLargeDisplayIcon(),1
javax.swing.colorchooser.AbstractColorChooserPanel#installChooserPanel(javax.swing.JColorChooser),10
javax.swing.colorchooser.AbstractColorChooserPanel#uninstallChooserPanel(javax.swing.JColorChooser),4
javax.swing.colorchooser.AbstractColorChooserPanel#getColorSelectionModel(),3
javax.swing.colorchooser.AbstractColorChooserPanel#getColorFromModel(),3
javax.swing.colorchooser.AbstractColorChooserPanel#paint(java.awt.Graphics),7
javax.swing.colorchooser.AbstractColorChooserPanel#getInt(java.lang.Object int),13
javax.swing.colorchooser.CenterLayout#addLayoutComponent(java.lang.String java.awt.Component),1
javax.swing.colorchooser.CenterLayout#removeLayoutComponent(java.awt.Component),1
javax.swing.colorchooser.CenterLayout#preferredLayoutSize(java.awt.Container),13
javax.swing.colorchooser.CenterLayout#minimumLayoutSize(java.awt.Container),3
javax.swing.colorchooser.CenterLayout#layoutContainer(java.awt.Container),20
javax.swing.colorchooser.ColorChooserComponentFactory#getDefaultChooserPanels(),6
javax.swing.colorchooser.ColorChooserComponentFactory#getPreviewPanel(),3
javax.swing.colorchooser.ColorSelectionModel#getSelectedColor(),1
javax.swing.colorchooser.ColorSelectionModel#setSelectedColor(java.awt.Color),1
javax.swing.colorchooser.ColorSelectionModel#addChangeListener(javax.swing.event.ChangeListener),1
javax.swing.colorchooser.ColorSelectionModel#removeChangeListener(javax.swing.event.ChangeListener),1
javax.swing.colorchooser.DefaultColorSelectionModel#getSelectedColor(),3
javax.swing.colorchooser.DefaultColorSelectionModel#setSelectedColor(java.awt.Color),6
javax.swing.colorchooser.DefaultColorSelectionModel#addChangeListener(javax.swing.event.ChangeListener),3
javax.swing.colorchooser.DefaultColorSelectionModel#removeChangeListener(javax.swing.event.ChangeListener),3
javax.swing.colorchooser.DefaultColorSelectionModel#getChangeListeners(),4
javax.swing.colorchooser.DefaultColorSelectionModel#fireStateChanged(),12
javax.swing.colorchooser.DefaultHSBChooserPanel#addPaletteListeners(),39
javax.swing.colorchooser.DefaultHSBChooserPanel#updatePalette(float float float),34
javax.swing.colorchooser.DefaultHSBChooserPanel#updateSlider(float float float),25
javax.swing.colorchooser.DefaultHSBChooserPanel#updateHSBTextFields(float float float),15
javax.swing.colorchooser.DefaultHSBChooserPanel#updateRGBTextFields(java.awt.Color),5
javax.swing.colorchooser.DefaultHSBChooserPanel#updateHSB(float float float),16
javax.swing.colorchooser.DefaultHSBChooserPanel#updateChooser(),6
javax.swing.colorchooser.DefaultHSBChooserPanel#installChooserPanel(javax.swing.JColorChooser),5
javax.swing.colorchooser.DefaultHSBChooserPanel#uninstallChooserPanel(javax.swing.JColorChooser),6
javax.swing.colorchooser.DefaultHSBChooserPanel#getHSBColorFromModel(),7
javax.swing.colorchooser.DefaultHSBChooserPanel#buildChooser(),21
javax.swing.colorchooser.DefaultHSBChooserPanel#buildRGBControls(),33
javax.swing.colorchooser.DefaultHSBChooserPanel#buildHSBControls(),52
javax.swing.colorchooser.DefaultHSBChooserPanel#setMode(int),38
javax.swing.colorchooser.DefaultHSBChooserPanel#buildSliderPalettePanel(),25
javax.swing.colorchooser.DefaultHSBChooserPanel#initializePalettesIfNecessary(),27
javax.swing.colorchooser.DefaultHSBChooserPanel#cleanupPalettesIfNecessary(),20
javax.swing.colorchooser.DefaultHSBChooserPanel#createPaletteLabel(),9
javax.swing.colorchooser.DefaultHSBChooserPanel#getDisplayName(),3
javax.swing.colorchooser.DefaultHSBChooserPanel#getMnemonic(),3
javax.swing.colorchooser.DefaultHSBChooserPanel#getDisplayedMnemonicIndex(),3
javax.swing.colorchooser.DefaultHSBChooserPanel#getSmallDisplayIcon(),3
javax.swing.colorchooser.DefaultHSBChooserPanel#getLargeDisplayIcon(),3
javax.swing.colorchooser.DefaultHSBChooserPanel#stateChanged(javax.swing.event.ChangeEvent),31
javax.swing.colorchooser.DefaultHSBChooserPanel#hierarchyChanged(unknown.HierarchyEvent),9
javax.swing.colorchooser.DefaultPreviewPanel#getColorChooser(),4
javax.swing.colorchooser.DefaultPreviewPanel#getPreferredSize(),15
javax.swing.colorchooser.DefaultPreviewPanel#paintComponent(java.awt.Graphics),18
javax.swing.colorchooser.DefaultPreviewPanel#paintSwatch(java.awt.Graphics int),8
javax.swing.colorchooser.DefaultPreviewPanel#paintText(java.awt.Graphics int),47
javax.swing.colorchooser.DefaultPreviewPanel#paintSquares(java.awt.Graphics int),76
javax.swing.colorchooser.DefaultRGBChooserPanel#setColor(java.awt.Color),22
javax.swing.colorchooser.DefaultRGBChooserPanel#getDisplayName(),3
javax.swing.colorchooser.DefaultRGBChooserPanel#getMnemonic(),3
javax.swing.colorchooser.DefaultRGBChooserPanel#getDisplayedMnemonicIndex(),3
javax.swing.colorchooser.DefaultRGBChooserPanel#getSmallDisplayIcon(),3
javax.swing.colorchooser.DefaultRGBChooserPanel#getLargeDisplayIcon(),3
javax.swing.colorchooser.DefaultRGBChooserPanel#installChooserPanel(javax.swing.JColorChooser),3
javax.swing.colorchooser.DefaultRGBChooserPanel#buildChooser(),91
javax.swing.colorchooser.DefaultRGBChooserPanel#uninstallChooserPanel(javax.swing.JColorChooser),4
javax.swing.colorchooser.DefaultRGBChooserPanel#updateChooser(),9
javax.swing.colorchooser.DefaultRGBChooserPanel#stateChanged(javax.swing.event.ChangeEvent),19
javax.swing.colorchooser.DefaultSwatchChooserPanel#getDisplayName(),3
javax.swing.colorchooser.DefaultSwatchChooserPanel#getMnemonic(),3
javax.swing.colorchooser.DefaultSwatchChooserPanel#getDisplayedMnemonicIndex(),3
javax.swing.colorchooser.DefaultSwatchChooserPanel#getSmallDisplayIcon(),3
javax.swing.colorchooser.DefaultSwatchChooserPanel#getLargeDisplayIcon(),3
javax.swing.colorchooser.DefaultSwatchChooserPanel#installChooserPanel(javax.swing.JColorChooser),3
javax.swing.colorchooser.DefaultSwatchChooserPanel#buildChooser(),57
javax.swing.colorchooser.DefaultSwatchChooserPanel#uninstallChooserPanel(javax.swing.JColorChooser),10
javax.swing.colorchooser.DefaultSwatchChooserPanel#updateChooser(),3
javax.swing.colorchooser.MainSwatchPanel#initValues(),5
javax.swing.colorchooser.MainSwatchPanel#initColors(),9
javax.swing.colorchooser.MainSwatchPanel#initRawValues(),284
javax.swing.colorchooser.RecentSwatchPanel#initValues(),5
javax.swing.colorchooser.RecentSwatchPanel#initColors(),9
javax.swing.colorchooser.RecentSwatchPanel#setMostRecentColor(java.awt.Color),6
javax.swing.colorchooser.SmartGridLayout#layoutContainer(java.awt.Container),52
javax.swing.colorchooser.SmartGridLayout#minimumLayoutSize(java.awt.Container),25
javax.swing.colorchooser.SmartGridLayout#preferredLayoutSize(java.awt.Container),3
javax.swing.colorchooser.SmartGridLayout#addLayoutComponent(java.lang.String java.awt.Component),1
javax.swing.colorchooser.SmartGridLayout#removeLayoutComponent(java.awt.Component),1
javax.swing.colorchooser.SmartGridLayout#buildLayoutGrid(java.awt.Container),19
javax.swing.colorchooser.SmartGridLayout#computeColumnWidth(int),10
javax.swing.colorchooser.SmartGridLayout#computeRowHeight(int),10
javax.swing.colorchooser.SwatchPanel#isFocusTraversable(),3
javax.swing.colorchooser.SwatchPanel#initValues(),3
javax.swing.colorchooser.SwatchPanel#paintComponent(java.awt.Graphics),22
javax.swing.colorchooser.SwatchPanel#getPreferredSize(),5
javax.swing.colorchooser.SwatchPanel#initColors(),4
javax.swing.colorchooser.SwatchPanel#getToolTipText(java.awt.event.MouseEvent),4
javax.swing.colorchooser.SwatchPanel#getColorForLocation(int int),11
javax.swing.colorchooser.SwatchPanel#getColorForCell(int int),3
javax.swing.colorchooser.SyntheticImage#computeRow(int int[]),5
javax.swing.colorchooser.SyntheticImage#addConsumer(unknown.ImageConsumer),5
javax.swing.colorchooser.SyntheticImage#isConsumer(unknown.ImageConsumer),5
javax.swing.colorchooser.SyntheticImage#removeConsumer(unknown.ImageConsumer),12
javax.swing.colorchooser.SyntheticImage#startProduction(unknown.ImageConsumer),6
javax.swing.colorchooser.SyntheticImage#isStatic(),1
javax.swing.colorchooser.SyntheticImage#nextFrame(int),1
javax.swing.colorchooser.SyntheticImage#requestTopDownLeftRightResend(unknown.ImageConsumer),1
javax.swing.colorchooser.SyntheticImageGenerator#run(),36
javax.swing.colorchooser.SyntheticImageGenerator#doPrivileged(java.lang.Runnable),10
javax.swing.colorchooser.AbstractColorChooserPanel.ModelListener#stateChanged(javax.swing.event.ChangeEvent),8
javax.swing.colorchooser.DefaultHSBChooserPanel.1#mousePressed(java.awt.event.MouseEvent),5
javax.swing.colorchooser.DefaultHSBChooserPanel.2#mouseDragged(java.awt.event.MouseEvent),27
javax.swing.colorchooser.DefaultHSBChooserPanel.3#paintComponent(java.awt.Graphics),5
javax.swing.colorchooser.DefaultHSBChooserPanel.HSBImage#setValues(int float float float),8
javax.swing.colorchooser.DefaultHSBChooserPanel.HSBImage#setHue(float),3
javax.swing.colorchooser.DefaultHSBChooserPanel.HSBImage#setSaturation(float),3
javax.swing.colorchooser.DefaultHSBChooserPanel.HSBImage#setBrightness(float),3
javax.swing.colorchooser.DefaultHSBChooserPanel.HSBImage#getHue(),3
javax.swing.colorchooser.DefaultHSBChooserPanel.HSBImage#getSaturation(),3
javax.swing.colorchooser.DefaultHSBChooserPanel.HSBImage#getBrightness(),3
javax.swing.colorchooser.DefaultHSBChooserPanel.HSBImage#isStatic(),3
javax.swing.colorchooser.DefaultHSBChooserPanel.HSBImage#nextFrame(),4
javax.swing.colorchooser.DefaultHSBChooserPanel.HSBImage#addConsumer(unknown.ImageConsumer),4
javax.swing.colorchooser.DefaultHSBChooserPanel.HSBImage#getRGBForLocation(int int),11
javax.swing.colorchooser.DefaultHSBChooserPanel.HSBImage#getHSBForLocation(int int float[]),49
javax.swing.colorchooser.DefaultHSBChooserPanel.HSBImage#computeRow(int int[]),21
javax.swing.colorchooser.DefaultHSBChooserPanel.RadioButtonHandler#actionPerformed(java.awt.event.ActionEvent),14
javax.swing.colorchooser.DefaultSwatchChooserPanel.MainSwatchListener#mousePressed(java.awt.event.MouseEvent),6
javax.swing.colorchooser.DefaultSwatchChooserPanel.RecentSwatchListener#mousePressed(java.awt.event.MouseEvent),5
javax.swing.colorchooser.SyntheticImageGenerator.1#run(),3
javax.swing.colorchooser.SyntheticImageGenerator.2#run(),4
javax.swing.event.AncestorEvent#getAncestor(),3
javax.swing.event.AncestorEvent#getAncestorParent(),3
javax.swing.event.AncestorEvent#getComponent(),3
javax.swing.event.AncestorListener#ancestorAdded(javax.swing.event.AncestorEvent),1
javax.swing.event.AncestorListener#ancestorRemoved(javax.swing.event.AncestorEvent),1
javax.swing.event.AncestorListener#ancestorMoved(javax.swing.event.AncestorEvent),1
javax.swing.event.CaretEvent#getDot(),1
javax.swing.event.CaretEvent#getMark(),1
javax.swing.event.CaretListener#caretUpdate(javax.swing.event.CaretEvent),1
javax.swing.event.CellEditorListener#editingStopped(javax.swing.event.ChangeEvent),1
javax.swing.event.CellEditorListener#editingCanceled(javax.swing.event.ChangeEvent),1
javax.swing.event.ChangeListener#stateChanged(javax.swing.event.ChangeEvent),1
javax.swing.event.DocumentEvent#getOffset(),1
javax.swing.event.DocumentEvent#getLength(),1
javax.swing.event.DocumentEvent#getDocument(),1
javax.swing.event.DocumentEvent#getType(),1
javax.swing.event.DocumentEvent#getChange(javax.swing.text.Element),1
javax.swing.event.DocumentListener#insertUpdate(javax.swing.event.DocumentEvent),1
javax.swing.event.DocumentListener#removeUpdate(javax.swing.event.DocumentEvent),1
javax.swing.event.DocumentListener#changedUpdate(javax.swing.event.DocumentEvent),1
javax.swing.event.EventListenerList#getListenerList(),3
javax.swing.event.EventListenerList#getListeners(java.lang.Class<unknown.T>),12
javax.swing.event.EventListenerList#getListenerCount(),3
javax.swing.event.EventListenerList#getListenerCount(java.lang.Class<java.lang.Object>),4
javax.swing.event.EventListenerList#getListenerCount(java.lang.Object[] java.lang.Class),8
javax.swing.event.EventListenerList#add(java.lang.Class<unknown.T> unknown.T),27
javax.swing.event.EventListenerList#remove(java.lang.Class<unknown.T> unknown.T),35
javax.swing.event.EventListenerList#writeObject(java.io.ObjectOutputStream),16
javax.swing.event.EventListenerList#readObject(java.io.ObjectInputStream),12
javax.swing.event.EventListenerList#toString(),10
javax.swing.event.HyperlinkEvent#getEventType(),3
javax.swing.event.HyperlinkEvent#getDescription(),3
javax.swing.event.HyperlinkEvent#getURL(),3
javax.swing.event.HyperlinkEvent#getSourceElement(),3
javax.swing.event.HyperlinkListener#hyperlinkUpdate(javax.swing.event.HyperlinkEvent),1
javax.swing.event.InternalFrameAdapter#internalFrameOpened(javax.swing.event.InternalFrameEvent),1
javax.swing.event.InternalFrameAdapter#internalFrameClosing(javax.swing.event.InternalFrameEvent),1
javax.swing.event.InternalFrameAdapter#internalFrameClosed(javax.swing.event.InternalFrameEvent),1
javax.swing.event.InternalFrameAdapter#internalFrameIconified(javax.swing.event.InternalFrameEvent),1
javax.swing.event.InternalFrameAdapter#internalFrameDeiconified(javax.swing.event.InternalFrameEvent),1
javax.swing.event.InternalFrameAdapter#internalFrameActivated(javax.swing.event.InternalFrameEvent),1
javax.swing.event.InternalFrameAdapter#internalFrameDeactivated(javax.swing.event.InternalFrameEvent),1
javax.swing.event.InternalFrameEvent#paramString(),29
javax.swing.event.InternalFrameEvent#getInternalFrame(),3
javax.swing.event.InternalFrameListener#internalFrameOpened(javax.swing.event.InternalFrameEvent),1
javax.swing.event.InternalFrameListener#internalFrameClosing(javax.swing.event.InternalFrameEvent),1
javax.swing.event.InternalFrameListener#internalFrameClosed(javax.swing.event.InternalFrameEvent),1
javax.swing.event.InternalFrameListener#internalFrameIconified(javax.swing.event.InternalFrameEvent),1
javax.swing.event.InternalFrameListener#internalFrameDeiconified(javax.swing.event.InternalFrameEvent),1
javax.swing.event.InternalFrameListener#internalFrameActivated(javax.swing.event.InternalFrameEvent),1
javax.swing.event.InternalFrameListener#internalFrameDeactivated(javax.swing.event.InternalFrameEvent),1
javax.swing.event.ListDataEvent#getType(),1
javax.swing.event.ListDataEvent#getIndex0(),1
javax.swing.event.ListDataEvent#getIndex1(),1
javax.swing.event.ListDataEvent#toString(),6
javax.swing.event.ListDataListener#intervalAdded(javax.swing.event.ListDataEvent),1
javax.swing.event.ListDataListener#intervalRemoved(javax.swing.event.ListDataEvent),1
javax.swing.event.ListDataListener#contentsChanged(javax.swing.event.ListDataEvent),1
javax.swing.event.ListSelectionEvent#getFirstIndex(),1
javax.swing.event.ListSelectionEvent#getLastIndex(),1
javax.swing.event.ListSelectionEvent#getValueIsAdjusting(),1
javax.swing.event.ListSelectionEvent#toString(),9
javax.swing.event.ListSelectionListener#valueChanged(javax.swing.event.ListSelectionEvent),1
javax.swing.event.MenuDragMouseEvent#getPath(),3
javax.swing.event.MenuDragMouseEvent#getMenuSelectionManager(),3
javax.swing.event.MenuDragMouseListener#menuDragMouseEntered(javax.swing.event.MenuDragMouseEvent),1
javax.swing.event.MenuDragMouseListener#menuDragMouseExited(javax.swing.event.MenuDragMouseEvent),1
javax.swing.event.MenuDragMouseListener#menuDragMouseDragged(javax.swing.event.MenuDragMouseEvent),1
javax.swing.event.MenuDragMouseListener#menuDragMouseReleased(javax.swing.event.MenuDragMouseEvent),1
javax.swing.event.MenuKeyEvent#getPath(),3
javax.swing.event.MenuKeyEvent#getMenuSelectionManager(),3
javax.swing.event.MenuKeyListener#menuKeyTyped(javax.swing.event.MenuKeyEvent),1
javax.swing.event.MenuKeyListener#menuKeyPressed(javax.swing.event.MenuKeyEvent),1
javax.swing.event.MenuKeyListener#menuKeyReleased(javax.swing.event.MenuKeyEvent),1
javax.swing.event.MenuListener#menuSelected(javax.swing.event.MenuEvent),1
javax.swing.event.MenuListener#menuDeselected(javax.swing.event.MenuEvent),1
javax.swing.event.MenuListener#menuCanceled(javax.swing.event.MenuEvent),1
javax.swing.event.PopupMenuListener#popupMenuWillBecomeVisible(javax.swing.event.PopupMenuEvent),1
javax.swing.event.PopupMenuListener#popupMenuWillBecomeInvisible(javax.swing.event.PopupMenuEvent),1
javax.swing.event.PopupMenuListener#popupMenuCanceled(javax.swing.event.PopupMenuEvent),1
javax.swing.event.RowSorterEvent#getSource(),3
javax.swing.event.RowSorterEvent#getType(),3
javax.swing.event.RowSorterEvent#convertPreviousRowIndexToModel(int),7
javax.swing.event.RowSorterEvent#getPreviousRowCount(),3
javax.swing.event.RowSorterListener#sorterChanged(javax.swing.event.RowSorterEvent),1
javax.swing.event.SwingPropertyChangeSupport#firePropertyChange(java.beans.PropertyChangeEvent),16
javax.swing.event.SwingPropertyChangeSupport#isNotifyOnEDT(),3
javax.swing.event.TableColumnModelEvent#getFromIndex(),1
javax.swing.event.TableColumnModelEvent#getToIndex(),1
javax.swing.event.TableColumnModelListener#columnAdded(javax.swing.event.TableColumnModelEvent),1
javax.swing.event.TableColumnModelListener#columnRemoved(javax.swing.event.TableColumnModelEvent),1
javax.swing.event.TableColumnModelListener#columnMoved(javax.swing.event.TableColumnModelEvent),1
javax.swing.event.TableColumnModelListener#columnMarginChanged(javax.swing.event.ChangeEvent),1
javax.swing.event.TableColumnModelListener#columnSelectionChanged(javax.swing.event.ListSelectionEvent),1
javax.swing.event.TableModelEvent#getFirstRow(),1
javax.swing.event.TableModelEvent#getLastRow(),1
javax.swing.event.TableModelEvent#getColumn(),1
javax.swing.event.TableModelEvent#getType(),1
javax.swing.event.TableModelListener#tableChanged(javax.swing.event.TableModelEvent),1
javax.swing.event.TreeExpansionEvent#getPath(),1
javax.swing.event.TreeExpansionListener#treeExpanded(javax.swing.event.TreeExpansionEvent),1
javax.swing.event.TreeExpansionListener#treeCollapsed(javax.swing.event.TreeExpansionEvent),1
javax.swing.event.TreeModelEvent#getTreePath(),1
javax.swing.event.TreeModelEvent#getPath(),5
javax.swing.event.TreeModelEvent#getChildren(),10
javax.swing.event.TreeModelEvent#getChildIndices(),10
javax.swing.event.TreeModelEvent#toString(),21
javax.swing.event.TreeModelListener#treeNodesChanged(javax.swing.event.TreeModelEvent),1
javax.swing.event.TreeModelListener#treeNodesInserted(javax.swing.event.TreeModelEvent),1
javax.swing.event.TreeModelListener#treeNodesRemoved(javax.swing.event.TreeModelEvent),1
javax.swing.event.TreeModelListener#treeStructureChanged(javax.swing.event.TreeModelEvent),1
javax.swing.event.TreeSelectionEvent#getPaths(),10
javax.swing.event.TreeSelectionEvent#getPath(),4
javax.swing.event.TreeSelectionEvent#isAddedPath(),3
javax.swing.event.TreeSelectionEvent#isAddedPath(javax.swing.tree.TreePath),6
javax.swing.event.TreeSelectionEvent#isAddedPath(int),6
javax.swing.event.TreeSelectionEvent#getOldLeadSelectionPath(),3
javax.swing.event.TreeSelectionEvent#getNewLeadSelectionPath(),3
javax.swing.event.TreeSelectionEvent#cloneWithSource(java.lang.Object),6
javax.swing.event.TreeSelectionListener#valueChanged(javax.swing.event.TreeSelectionEvent),1
javax.swing.event.TreeWillExpandListener#treeWillExpand(javax.swing.event.TreeExpansionEvent),1
javax.swing.event.TreeWillExpandListener#treeWillCollapse(javax.swing.event.TreeExpansionEvent),1
javax.swing.event.UndoableEditEvent#getEdit(),3
javax.swing.event.UndoableEditListener#undoableEditHappened(javax.swing.event.UndoableEditEvent),1
javax.swing.event.DocumentEvent.ElementChange#getElement(),1
javax.swing.event.DocumentEvent.ElementChange#getIndex(),1
javax.swing.event.DocumentEvent.ElementChange#getChildrenRemoved(),1
javax.swing.event.DocumentEvent.ElementChange#getChildrenAdded(),1
javax.swing.event.DocumentEvent.EventType#toString(),3
javax.swing.event.HyperlinkEvent.EventType#toString(),3
javax.swing.event.SwingPropertyChangeSupport.1#run(),3
javax.swing.filechooser.FileFilter#accept(java.io.File),1
javax.swing.filechooser.FileFilter#getDescription(),1
javax.swing.filechooser.FileNameExtensionFilter#accept(java.io.File),24
javax.swing.filechooser.FileNameExtensionFilter#getDescription(),3
javax.swing.filechooser.FileNameExtensionFilter#getExtensions(),5
javax.swing.filechooser.FileNameExtensionFilter#toString(),4
javax.swing.filechooser.FileSystemView#getFileSystemView(),36
javax.swing.filechooser.FileSystemView#isRoot(java.io.File),13
javax.swing.filechooser.FileSystemView#isTraversable(java.io.File),3
javax.swing.filechooser.FileSystemView#getSystemDisplayName(java.io.File),19
javax.swing.filechooser.FileSystemView#getSystemTypeDescription(java.io.File),3
javax.swing.filechooser.FileSystemView#getSystemIcon(java.io.File),13
javax.swing.filechooser.FileSystemView#isParent(java.io.File java.io.File),19
javax.swing.filechooser.FileSystemView#getChild(java.io.File java.lang.String),11
javax.swing.filechooser.FileSystemView#isFileSystem(java.io.File),10
javax.swing.filechooser.FileSystemView#createNewFolder(java.io.File),1
